"tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
0.27418838 -0.013726535 -0.10596024 -0.99811689 -0.99428499 -0.98564895 0.91772189 0.24604191 0.062681105 -0.99760569 -0.99358358 -0.99327495 0.075561394 0.0096531464 0.0023379032 -0.99756293 -0.99026815 -0.99127046 -0.027233156 -0.072367282 0.084994425 -0.99277093 -0.99007604 -0.99629204 -0.09861397 -0.038862553 -0.054475034 -0.99659887 -0.9956434 -0.99779601 -0.99438973 -0.99388631 -0.99438973 -0.99388631 -0.99395979 -0.99523702 -0.99228623 -0.99193741 -0.99704731 -0.99732698 -0.99762935 -0.99238488 -0.98987951 -0.99833943 -0.99469673 -0.98328882 -0.9973398 -0.99041337 -0.99052592 -0.99808037 -0.99075373 -0.99041015 -0.99344068 -0.99178048 -0.99614381 -0.9925463 -0.98904959 -0.99659694 -0.99270065 -0.99491634 -0.99391682 -0.99619795 -0.99296723 -0.99235519 -0.99689166 -0.99794939
0.274189 -0.016910887 -0.10787557 -0.98308904 -0.98531579 -0.96728458 -0.43955292 0.88470248 0.44517605 -0.98398689 -0.99592062 -0.98275562 0.076782061 0.014961929 0.00071815553 -0.99286034 -0.98737436 -0.99199832 -0.032828915 -0.06380558 0.07006302 -0.98452174 -0.97047867 -0.99390639 -0.093665856 -0.043312787 -0.048253136 -0.99152402 -0.99431615 -0.99395777 -0.97993607 -0.98475503 -0.97993607 -0.98475503 -0.99242012 -0.99274856 -0.97416779 -0.98355978 -0.99414165 -0.99554755 -0.99067286 -0.98470553 -0.98367556 -0.98031248 -0.98547238 -0.96068036 -0.99290628 -0.98693074 -0.99124713 -0.99342974 -0.98889266 -0.99115476 -0.98498312 -0.9848281 -0.9920752 -0.98444555 -0.96416438 -0.99518988 -0.98978783 -0.98309766 -0.99282514 -0.99103129 -0.98678229 -0.98393009 -0.99551631 -0.995481
0.27419198 -0.021761617 -0.10232441 -0.99407171 -0.9775873 -0.97444276 0.87490095 -0.42035593 0.066914838 -0.99408499 -0.99271216 -0.98589316 0.073765701 -0.003895417 0.00060445502 -0.99342728 -0.98405184 -0.98924158 -0.035758723 -0.066705228 0.094976868 -0.96218733 -0.98007945 -0.97530831 -0.077213482 -0.051263089 -0.059353544 -0.98519278 -0.98818223 -0.98871607 -0.98475001 -0.98546468 -0.98475001 -0.98546468 -0.99007621 -0.9918504 -0.96599453 -0.96532697 -0.98842127 -0.98904708 -0.99270458 -0.97785257 -0.9804616 -0.99468145 -0.97774876 -0.97200701 -0.99262267 -0.98329033 -0.98723684 -0.99512563 -0.98626169 -0.98981612 -0.96188929 -0.98007882 -0.97700548 -0.96256178 -0.98012129 -0.97681258 -0.98561948 -0.98656448 -0.99037091 -0.99309883 -0.9735595 -0.96568076 -0.98897723 -0.98950296
0.27419605 -0.023026476 -0.11843667 -0.99104911 -0.92557001 -0.9602819 0.94442445 -0.19465494 -0.16715417 -0.9950941 -0.97513299 -0.98068623 0.070989503 -0.0076753633 -0.016256364 -0.98608289 -0.96671209 -0.97804553 -0.014110165 -0.097521773 0.104342 -0.9626641 -0.97871915 -0.98407467 -0.10621902 -0.036963614 -0.050177902 -0.97768482 -0.98155565 -0.98863573 -0.96184913 -0.9708055 -0.96184913 -0.9708055 -0.97847794 -0.9778938 -0.96728304 -0.95438138 -0.98320778 -0.98177184 -0.98803818 -0.94654112 -0.96685426 -0.99255683 -0.91974944 -0.95866373 -0.98539241 -0.96703036 -0.97483893 -0.98821514 -0.96868786 -0.97980462 -0.96081383 -0.97930565 -0.98261337 -0.96342098 -0.97840695 -0.98593515 -0.97029166 -0.97454863 -0.97650049 -0.97829242 -0.96992465 -0.95264873 -0.98283355 -0.98121562
0.27420558 -0.018494975 -0.10267062 -0.994373 -0.98999483 -0.99037159 -0.16337696 0.91738345 0.33314757 -0.99729461 -0.99684458 -0.99064601 0.080366649 0.0080328959 -0.0022188348 -0.99287762 -0.98871394 -0.99063853 -0.027511565 -0.073953546 0.083569491 -0.99806328 -0.98969485 -0.99506296 -0.097021117 -0.041401773 -0.050260553 -0.9975681 -0.99461552 -0.99575448 -0.99362103 -0.99483195 -0.99362103 -0.99483195 -0.99186603 -0.9932828 -0.99391444 -0.99308829 -0.99598243 -0.99728969 -0.99292849 -0.98818946 -0.99065242 -0.9950398 -0.9905876 -0.99003415 -0.99241069 -0.98915493 -0.9883091 -0.99413163 -0.98892331 -0.99165038 -0.99746191 -0.99163255 -0.99354472 -0.99822107 -0.98854789 -0.99612025 -0.99411421 -0.9953373 -0.9923989 -0.99342942 -0.99350495 -0.99378311 -0.99691492 -0.99778326
0.27420703 -0.017415219 -0.15499538 -0.27373493 -0.065243591 -0.44508085 0.94713797 -0.23997098 0.096757227 -0.97497977 -0.96543873 -0.92326983 0.25143294 -0.049686551 0.084848464 -0.4758016 -0.38017567 -0.79383371 0.0095775575 -0.067883276 0.11567946 -0.36745134 -0.58095213 -0.38839686 -0.18963875 -0.025506334 -0.033287165 -0.60641761 -0.86059651 -0.67215706 -0.21150281 -0.27830403 -0.21150281 -0.27830403 -0.48550837 -0.55598523 -0.3387218 -0.46171466 -0.74124484 -0.80934683 -0.39723445 -0.20470333 -0.62303388 -0.23033187 -0.056663958 -0.40304787 -0.51152823 -0.39844951 -0.76756427 -0.4845905 -0.40244784 -0.8191141 -0.38953643 -0.7223092 -0.50631918 -0.37003934 -0.51641298 -0.41019328 -0.34491142 -0.35528987 -0.51152415 -0.62228623 -0.59604962 -0.47044065 -0.79447715 -0.84521476
0.27420758 -0.014412147 -0.13402217 -0.99654037 -0.99110516 -0.98683891 0.96440798 0.035383213 -0.11178426 -0.99664312 -0.994519 -0.96547383 0.075666537 0.0088809685 0.012356403 -0.99507445 -0.99197606 -0.98953955 -0.030284286 -0.080494686 0.085078234 -0.98177303 -0.9842747 -0.99049939 -0.10201418 -0.032082655 -0.057848384 -0.98611044 -0.99440344 -0.99458675 -0.98332205 -0.9846842 -0.98332205 -0.9846842 -0.99276002 -0.99417557 -0.9816054 -0.98632162 -0.99297768 -0.99325163 -0.99570651 -0.99056802 -0.98661275 -0.996914 -0.99085112 -0.98713652 -0.99497591 -0.991999 -0.98695781 -0.99563313 -0.9925055 -0.99084728 -0.97927611 -0.9862112 -0.99020474 -0.98251675 -0.98314328 -0.9913403 -0.98525353 -0.98561646 -0.99313094 -0.99452367 -0.98839155 -0.9869785 -0.99272557 -0.9941809
0.27424209 -0.020836805 -0.11432459 -0.98815183 -0.95305447 -0.98465545 0.86808104 -0.43660173 0.0086678785 -0.99284687 -0.98643403 -0.99740376 0.070202304 0.0033228327 -0.0071391786 -0.99230134 -0.97941578 -0.99340819 -0.027604285 -0.081455132 0.092791673 -0.98443574 -0.98262074 -0.96717202 -0.096258264 -0.048729544 -0.042961738 -0.99037274 -0.99097873 -0.98043483 -0.98011307 -0.9749408 -0.98011307 -0.9749408 -0.98975947 -0.99299852 -0.97816803 -0.97895799 -0.98936751 -0.99073771 -0.98861886 -0.96450517 -0.98697687 -0.98778649 -0.94956337 -0.98347645 -0.99169511 -0.98018128 -0.992101 -0.99380183 -0.97988696 -0.99323991 -0.9852214 -0.98317619 -0.9675392 -0.98428183 -0.98229831 -0.9698686 -0.98010456 -0.97473828 -0.99174458 -0.99383912 -0.98245746 -0.97992142 -0.99065588 -0.99102834
0.2742535 -0.018701693 -0.10958185 -0.9729093 -0.98715597 -0.9874526 -0.41737023 -0.94516097 0.43101892 -0.97768792 -0.99660991 -0.98823284 0.07534826 0.015128281 -0.00035449487 -0.97879812 -0.9825969 -0.99133138 -0.030427604 -0.086113482 0.082127768 -0.98911852 -0.94921264 -0.98360693 -0.093049426 -0.061739826 -0.062055973 -0.98626222 -0.96114237 -0.98994126 -0.98101351 -0.97881152 -0.98101351 -0.97881152 -0.98437072 -0.98697927 -0.96901262 -0.95153997 -0.97160887 -0.96584732 -0.97606025 -0.98379557 -0.98814761 -0.97148613 -0.98895466 -0.98707394 -0.97884324 -0.98268038 -0.98900293 -0.98065224 -0.98372464 -0.99238143 -0.98460808 -0.94860992 -0.9836868 -0.99056207 -0.94985537 -0.9849138 -0.97850312 -0.98121655 -0.98539696 -0.98816528 -0.94929589 -0.96179842 -0.96321909 -0.97192403
0.27428659 -0.013897649 -0.1110198 -0.99727971 -0.98470049 -0.9950134 0.888654 0.26906743 0.13252962 -0.99161025 -0.98659159 -0.99437607 0.07878049 0.0034292413 -0.0028126919 -0.99582065 -0.98694408 -0.99428945 -0.025581354 -0.061107641 0.13244428 -0.99559032 -0.99826138 -0.98770362 -0.095139556 -0.041534961 -0.041364081 -0.99830629 -0.9981664 -0.99549999 -0.99463402 -0.99624008 -0.99463402 -0.99624008 -0.9936064 -0.99670523 -0.98063434 -0.99122618 -0.99828419 -0.99893032 -0.99644549 -0.9834521 -0.99384746 -0.99768529 -0.98527045 -0.99538066 -0.9961417 -0.9872118 -0.99251494 -0.9957748 -0.98751046 -0.99473099 -0.99535904 -0.99814121 -0.98682619 -0.99559088 -0.99828617 -0.9890162 -0.99546924 -0.99659724 -0.99645993 -0.99576253 -0.99474926 -0.99021756 -0.99865439 -0.99903462
0.27429948 -0.016933866 -0.09125619 -0.99695618 -0.97808333 -0.94500356 0.94046164 0.17436836 -0.0022815337 -0.99741668 -0.98925149 -0.97997426 0.074283679 0.016346797 0.01460187 -0.99303494 -0.98613753 -0.99521547 -0.045355378 -0.053634239 0.077286459 -0.97833624 -0.97852272 -0.98262221 -0.088819925 -0.040261958 -0.054073458 -0.99099575 -0.99273542 -0.98949949 -0.97193895 -0.97459435 -0.97193895 -0.97459435 -0.99277894 -0.99623599 -0.97131531 -0.97142774 -0.99230765 -0.99387737 -0.99562401 -0.98227257 -0.97687349 -0.99767884 -0.97627074 -0.93398589 -0.99339377 -0.98731046 -0.99451077 -0.99319866 -0.98561467 -0.99436904 -0.97973945 -0.98462208 -0.98360161 -0.97811092 -0.97538839 -0.9836991 -0.98511199 -0.97201902 -0.99544441 -0.99621945 -0.98287267 -0.96936884 -0.99327636 -0.99490004
0.27431063 0.020916672 -0.13277016 -0.49080314 -0.31022152 -0.31112567 0.95647682 -0.14574858 -0.12581764 -0.86385792 -0.83754197 -0.80641667 0.028696949 -0.092451549 0.13629414 -0.51064741 -0.55446694 -0.69099169 0.19584812 -0.1672058 0.15992489 -0.14815107 -0.58517855 -0.14081595 -0.41895612 -0.098592843 -0.014019979 -0.71405342 -0.80114495 -0.6906252 -0.33671726 -0.61542635 -0.33671726 -0.61542635 -0.55021028 -0.53863675 -0.098691513 -0.36794763 -0.74208428 -0.83360733 -0.46030523 -0.37820517 -0.45045439 -0.50325002 -0.31921422 -0.292764 -0.53618545 -0.55529449 -0.65653898 -0.52693969 -0.58586986 -0.72405948 -0.24248492 -0.66018629 -0.41380655 -0.13802749 -0.54773543 -0.14715685 -0.55833749 -0.71118026 -0.53376636 -0.54730406 -0.48150339 -0.40192802 -0.81664891 -0.87080361
0.2743189 -0.013299564 -0.12267933 -0.9748299 -0.98427681 -0.96131601 -0.13664686 0.92486565 0.230303 -0.94325606 -0.98799096 -0.92973292 0.05860861 0.016583695 0.031666684 -0.9944262 -0.9867997 -0.98938851 0.071148969 -0.080739621 0.1995314 -0.93339832 -0.97471805 -0.93948255 -0.1361112 -0.055096335 -0.091930059 -0.99515533 -0.99488396 -0.99128869 -0.97360466 -0.96748524 -0.97360466 -0.96748524 -0.99102682 -0.99323281 -0.88319285 -0.88162329 -0.99485116 -0.99509741 -0.97991089 -0.98410835 -0.97096307 -0.97272989 -0.98424834 -0.9580265 -0.99501191 -0.98607374 -0.98840417 -0.99419196 -0.98876902 -0.9887722 -0.93351285 -0.9822476 -0.9441775 -0.93402162 -0.97092562 -0.94330711 -0.97479109 -0.96734724 -0.99262228 -0.99280424 -0.92399224 -0.87718062 -0.99536054 -0.99465301
0.27433354 -0.034761692 -0.096844875 -0.33208564 0.019560025 -0.021042341 0.89593472 -0.25345794 -0.27081856 -0.97152209 -0.97405563 -0.9250931 0.134634 0.24351021 -0.35701166 -0.33438182 -0.082550229 -0.25807569 0.014652967 -0.1047385 0.028918389 -0.57188428 -0.24872875 -0.28787961 0.02992039 -0.045376178 -0.17724736 -0.37997474 -0.16947832 -0.46618534 -0.10641149 -0.35014319 -0.10641149 -0.35014319 -0.16850719 -0.25831371 -0.29006039 -0.36312215 -0.27074749 -0.23013719 -0.48272458 -0.024948934 -0.16688382 -0.28113084 -0.021527869 -0.020067474 -0.47649476 -0.23116287 -0.29146437 -0.25975774 0.012522878 -0.22819225 -0.4129715 -0.14738949 -0.26642273 -0.62310627 -0.32425918 -0.36007527 -0.31447887 -0.47170651 -0.27873324 -0.23569451 -0.31910583 -0.51228156 -0.23536194 -0.27641545
0.2743579 -0.012955406 -0.096220402 -0.99579884 -0.97939141 -0.96927867 0.96527141 0.091241224 0.028652058 -0.99738043 -0.99701265 -0.98508489 0.073428101 0.010193002 0.018316848 -0.99258485 -0.98402535 -0.99489235 -0.028101578 -0.061817345 0.082348395 -0.99262572 -0.98251668 -0.98874571 -0.09995048 -0.043066484 -0.048045028 -0.98955708 -0.99413281 -0.99584498 -0.98080868 -0.99085991 -0.98080868 -0.99085991 -0.9927679 -0.99242005 -0.98726551 -0.98260557 -0.99444857 -0.99349718 -0.99482447 -0.97958677 -0.98177171 -0.99623096 -0.979477 -0.96413203 -0.99352922 -0.98338191 -0.99466201 -0.99211255 -0.98606451 -0.99350302 -0.98928991 -0.9881051 -0.98958831 -0.9937095 -0.97965883 -0.98931266 -0.99282242 -0.98994351 -0.99182153 -0.99195258 -0.98673171 -0.98258795 -0.9936736 -0.99327035
0.27436017 -0.016406789 -0.082983662 -0.99463698 -0.99532808 -0.98399426 0.96260652 -0.042190364 0.15005079 -0.99372609 -0.99716285 -0.96730534 0.077597587 0.0080956928 0.016867161 -0.99143922 -0.99358888 -0.98981369 -0.041191094 -0.09814756 0.072397383 -0.97725576 -0.98615866 -0.99039694 -0.1066383 -0.040765918 -0.05495432 -0.96770122 -0.99273489 -0.99345666 -0.9831767 -0.98468809 -0.9831767 -0.98468809 -0.9919005 -0.99378418 -0.97540973 -0.97479327 -0.98550938 -0.98563272 -0.99318335 -0.99332843 -0.98489808 -0.9953192 -0.99575349 -0.98376084 -0.99156785 -0.99330875 -0.98718067 -0.99203253 -0.99443949 -0.99119365 -0.96941817 -0.98756926 -0.99068197 -0.97971757 -0.98531002 -0.99102135 -0.98541715 -0.98551154 -0.9923013 -0.99514319 -0.97615774 -0.977968 -0.98416267 -0.98864632
0.27437573 -0.025546114 -0.11100916 -0.99616365 -0.94599747 -0.98784903 0.96026327 -0.22884572 0.0045663729 -0.99455437 -0.96103525 -0.99178339 0.076889191 0.031705335 0.0055797854 -0.99354819 -0.98918993 -0.98686559 -0.018314149 -0.06967997 0.076982719 -0.97159107 -0.99486422 -0.9826427 -0.088713839 -0.039703155 -0.052854507 -0.99259046 -0.99791007 -0.99523639 -0.97710273 -0.98097863 -0.97710273 -0.98097863 -0.99068631 -0.99065486 -0.97744142 -0.97190107 -0.99676098 -0.9967732 -0.99479577 -0.97107555 -0.98638257 -0.99686166 -0.93814346 -0.98897103 -0.99346548 -0.9880524 -0.985266 -0.99422277 -0.99163323 -0.98691037 -0.97611339 -0.99586642 -0.9891142 -0.97077475 -0.99419709 -0.98211629 -0.98486239 -0.9805017 -0.99135589 -0.98807703 -0.98605365 -0.96873589 -0.99680977 -0.99655555
0.27437626 -0.016890706 -0.1053007 -0.99737114 -0.99562978 -0.99396433 -0.26018238 0.91787607 0.37399805 -0.99808758 -0.99867338 -0.99452772 0.075311466 0.011310438 0.0054223545 -0.99470386 -0.99183547 -0.99451111 -0.02795048 -0.074067028 0.087028272 -0.99888731 -0.99379473 -0.99588871 -0.098171639 -0.040487597 -0.051150668 -0.99903522 -0.99714803 -0.9953183 -0.99781497 -0.99856854 -0.99781497 -0.99856854 -0.99496379 -0.99682003 -0.99618898 -0.99790142 -0.99804614 -0.99794974 -0.99608376 -0.99301331 -0.99387435 -0.99809248 -0.99649086 -0.99360062 -0.99439186 -0.9914151 -0.99303922 -0.99558678 -0.99300772 -0.99457735 -0.99874122 -0.99533033 -0.99491764 -0.99888809 -0.99284888 -0.99661623 -0.99815045 -0.998437 -0.99553006 -0.99798495 -0.99793504 -0.9981121 -0.99763264 -0.9983102
0.27438106 -0.13095093 -0.12016743 -0.35463628 -0.11579793 -0.24322648 0.94161533 -0.14387653 -0.23916814 -0.91437129 -0.80746647 -0.93237344 0.039910034 -0.26529576 -0.27379333 -0.54994795 -0.52005508 -0.51897786 0.61429404 -0.17084653 -0.15793146 -0.60805203 -0.60825354 -0.38646481 -0.41713953 0.040268796 -0.21405452 -0.61191083 -0.68487084 -0.64632029 -0.20564766 -0.35159934 -0.20564766 -0.35159934 -0.51616135 -0.45713027 -0.14791993 -0.52840259 -0.68259788 -0.64310246 -0.43194049 -0.22812556 -0.27383931 -0.3264627 -0.11615843 -0.28620047 -0.58036259 -0.55921966 -0.49996739 -0.55773638 -0.50860801 -0.53534946 -0.44291273 -0.59642993 -0.42021752 -0.66208757 -0.6184716 -0.43175452 -0.39766702 -0.42742525 -0.47833424 -0.43295289 -0.56862505 -0.58135861 -0.67064358 -0.63372959
0.27438232 -0.015641081 -0.1001346 -0.99508259 -0.98831773 -0.99179411 0.9426864 -0.03168317 0.23422686 -0.99737482 -0.99872014 -0.9889962 0.068748871 0.012739916 0.011258009 -0.9913822 -0.98995506 -0.99014741 -0.028251906 -0.066825083 0.11315711 -0.99049987 -0.98451535 -0.97590347 -0.089255224 -0.046416149 -0.039101979 -0.99609801 -0.99473358 -0.99427627 -0.99427715 -0.99063833 -0.99427715 -0.99063833 -0.99253306 -0.98966653 -0.98003883 -0.98621601 -0.99658179 -0.99425836 -0.99313951 -0.98703636 -0.98859994 -0.9960996 -0.98868366 -0.99406437 -0.99033012 -0.98848541 -0.98762184 -0.99359682 -0.99289816 -0.99140124 -0.98807871 -0.98755324 -0.97660484 -0.9912016 -0.98281258 -0.97768672 -0.98984293 -0.99169894 -0.98892079 -0.9894296 -0.99083808 -0.98537097 -0.99343885 -0.99562121
0.27438387 -0.016579267 -0.10714079 -0.99276327 -0.99520511 -0.99427082 -0.42942554 0.94144728 0.30319328 -0.99725469 -0.99857485 -0.99679458 0.068620335 0.0044059827 0.0080375645 -0.99296936 -0.99215936 -0.99373641 -0.027749019 -0.070821704 0.087644738 -0.99830369 -0.98930404 -0.99674214 -0.098216657 -0.042407107 -0.052155437 -0.99786598 -0.98695368 -0.99673205 -0.99644052 -0.9950084 -0.99644052 -0.9950084 -0.99375687 -0.99692315 -0.99395324 -0.99310107 -0.99140811 -0.9901278 -0.99115746 -0.99405562 -0.99266094 -0.99347379 -0.99506943 -0.99504347 -0.99283737 -0.99257554 -0.99301433 -0.99376039 -0.99214505 -0.99288362 -0.99762846 -0.98801368 -0.99717772 -0.99850334 -0.99020092 -0.99675688 -0.995128 -0.9947694 -0.99665148 -0.99604368 -0.99163939 -0.99568346 -0.98932642 -0.99171628
0.2744153 -0.044332495 -0.080712227 -0.98823926 -0.95024649 -0.95103371 0.96874273 -0.13778328 -0.07220794 -0.99453634 -0.94297986 -0.95850038 0.074787762 0.013419429 0.01127287 -0.9818416 -0.97565079 -0.98421249 -0.011113761 -0.084113291 0.11577538 -0.96591275 -0.9810277 -0.96882652 -0.10461089 -0.042389013 -0.065911206 -0.98506375 -0.98428991 -0.99142103 -0.95066495 -0.95205614 -0.95066495 -0.95205614 -0.98086003 -0.98533991 -0.96121209 -0.97118446 -0.98821528 -0.98317633 -0.98424083 -0.96301485 -0.97103465 -0.99025165 -0.94637668 -0.94387051 -0.98011365 -0.97531886 -0.98073829 -0.9858158 -0.97784374 -0.98647374 -0.96985628 -0.97873474 -0.97573026 -0.96528033 -0.98266988 -0.96937096 -0.96888221 -0.95016098 -0.98395599 -0.98607051 -0.97675937 -0.97214438 -0.98338348 -0.98363445
0.27441956 -0.017406317 -0.10921714 -0.99521031 -0.97546177 -0.9854956 0.8654022 0.17215316 0.3410233 -0.996545 -0.9939482 -0.99541385 0.075644165 0.004168167 -0.0052239987 -0.99407604 -0.98175208 -0.98627271 -0.028038288 -0.07586854 0.08369884 -0.99671699 -0.98964324 -0.97597869 -0.10153657 -0.039275879 -0.053489452 -0.99727771 -0.99612009 -0.98727264 -0.99036379 -0.98646675 -0.99036379 -0.98646675 -0.98810635 -0.99037935 -0.99008104 -0.98274334 -0.99535824 -0.99479671 -0.99417121 -0.97819827 -0.98386884 -0.99566187 -0.97448887 -0.98691502 -0.99364178 -0.9824574 -0.98256432 -0.99518414 -0.98212799 -0.98893044 -0.996076 -0.99260232 -0.98071173 -0.99685799 -0.98800339 -0.97649098 -0.98444358 -0.98906265 -0.98911735 -0.99112578 -0.98788581 -0.98213829 -0.99513732 -0.99425398
0.27442164 -0.024482573 -0.11325656 -0.99817435 -0.96876001 -0.98310268 0.94415479 -0.28694574 0.037797494 -0.99643984 -0.98146909 -0.98529918 0.072420601 0.0061612625 -0.011214531 -0.9971673 -0.99247375 -0.99619817 -0.0360485 -0.072850914 0.094715312 -0.97805627 -0.97932857 -0.97469985 -0.09863154 -0.043695371 -0.052053717 -0.99518485 -0.99524631 -0.98978205 -0.98525811 -0.98454476 -0.98525811 -0.98454476 -0.99675963 -0.9984095 -0.97315571 -0.98148227 -0.99461319 -0.99620793 -0.99785341 -0.98499854 -0.99067771 -0.9982945 -0.96301382 -0.97924052 -0.9973343 -0.99154211 -0.99485672 -0.99719159 -0.99439567 -0.9961543 -0.98647186 -0.98921368 -0.9794397 -0.97649619 -0.97483481 -0.97532467 -0.99148174 -0.98202551 -0.99781587 -0.99807569 -0.98861294 -0.98006945 -0.99619448 -0.99610446
0.2744337 -0.0064471613 -0.093259818 -0.99521028 -0.9805194 -0.97304492 0.9615257 0.10786448 -0.029219521 -0.99581764 -0.97930953 -0.97512415 0.076420903 0.0094431621 0.022283694 -0.99114975 -0.98763302 -0.99386643 -0.030633548 -0.054137691 0.083670253 -0.99546762 -0.9859791 -0.98647589 -0.097168678 -0.042268399 -0.050918493 -0.99496184 -0.9935093 -0.99390074 -0.98070819 -0.97784007 -0.98070819 -0.97784007 -0.99249829 -0.9935228 -0.98778632 -0.98391727 -0.99484419 -0.99483865 -0.99391546 -0.98193147 -0.97973344 -0.99581696 -0.97988801 -0.97036312 -0.99183765 -0.98719518 -0.99186984 -0.99109827 -0.98912562 -0.9945845 -0.99403 -0.98894274 -0.98861584 -0.99588179 -0.98431903 -0.98681342 -0.9840068 -0.97669265 -0.99246881 -0.9939683 -0.98931179 -0.98300917 -0.99484714 -0.99477641
0.27447541 -0.020817719 -0.10611956 -0.97342657 -0.95333535 -0.94787232 -0.10839495 0.44932847 0.86192351 -0.98452506 -0.98893404 -0.9801201 0.07866561 0.012799882 -0.0099558645 -0.99316768 -0.99399387 -0.99189828 -0.037088851 -0.062876798 0.068612008 -0.97555314 -0.95579997 -0.98183874 -0.098162845 -0.037876085 -0.053483977 -0.98903384 -0.98222683 -0.99570956 -0.96201381 -0.96956089 -0.96201381 -0.96956089 -0.99392644 -0.99462663 -0.96105319 -0.96791369 -0.9886639 -0.9817301 -0.98772759 -0.98391341 -0.97811711 -0.96883983 -0.94409503 -0.9372826 -0.99339775 -0.99454837 -0.99084787 -0.99347713 -0.99367052 -0.99139147 -0.98082063 -0.97123011 -0.99027116 -0.97455093 -0.9485163 -0.98092978 -0.98361943 -0.96633323 -0.99390719 -0.99452805 -0.97313948 -0.96962302 -0.98393258 -0.97979914
0.27448387 -0.0080933618 -0.12196509 -0.94815985 -0.956619 -0.90745927 0.96496975 0.032187084 -0.10600844 -0.99603058 -0.97749921 -0.98970713 0.073022693 -0.010313044 0.013066605 -0.93322111 -0.97298256 -0.9301062 -0.036899367 -0.094839896 0.076218873 -0.92541737 -0.9254485 -0.9193345 -0.080873741 -0.036929378 -0.037793749 -0.90940775 -0.96317176 -0.94667189 -0.94206455 -0.92134517 -0.94206455 -0.92134517 -0.94595229 -0.91424934 -0.92154877 -0.89435086 -0.9516016 -0.93895434 -0.9459148 -0.95619411 -0.91371245 -0.9489212 -0.95850925 -0.91029848 -0.93983293 -0.97060854 -0.9259042 -0.93210351 -0.97837728 -0.93250432 -0.89971941 -0.94043292 -0.92188706 -0.93360295 -0.91785513 -0.92568498 -0.9154177 -0.93613982 -0.91018735 -0.91890877 -0.90941887 -0.902074 -0.94776239 -0.93242434
0.27450554 -0.049374149 -0.06557248 -0.99708911 -0.96647447 -0.97239351 0.97098853 -0.041161332 0.099399542 -0.99697034 -0.93569748 -0.93232918 0.077472306 0.018538247 -0.0091162742 -0.99421018 -0.97858474 -0.99024955 -0.035042317 -0.043852999 0.10700886 -0.96931448 -0.98211406 -0.9674658 -0.092380228 -0.048212955 -0.074590276 -0.98469106 -0.9947316 -0.98610056 -0.9452212 -0.95995212 -0.9452212 -0.95995212 -0.98920014 -0.99061226 -0.96599527 -0.96939923 -0.99142913 -0.99099643 -0.99603009 -0.96987685 -0.98226874 -0.99763266 -0.96573797 -0.96820679 -0.99457795 -0.97890214 -0.98835045 -0.99425466 -0.97969436 -0.99072099 -0.97115487 -0.9863792 -0.96531607 -0.96910103 -0.97982228 -0.97104309 -0.97694118 -0.95693829 -0.98952028 -0.99104195 -0.9850542 -0.96593619 -0.99138298 -0.99067054
